parameter_id,parameter_name,material_or_system,value,status,unit,source_title,source_url_or_doi,evidence_type,notes
P398,low_re_particle_gas_htc_definition,packed spherical-particle bed,h_sf=Nu*k_f/d_p,extracted,W/m2/K,A novel DEM-based pore-scale thermal-hydro-mechanical model for fractured non-saturated porous materials,https://doi.org/10.1007/s11440-022-01746-8,published_interphase_definition,"Equation 45 defines the convective coefficient from Nusselt number and particle diameter. The present stress test uses the source-backed HCCB helium conductivity P071 for k_f and records that cross-source composition explicitly."
P399,low_re_particle_gas_closure_claim_boundary,packed spherical-particle bed,"closure candidate for 0<Re<100; same-material breeder validation absent",extracted,claim_boundary,A novel DEM-based pore-scale thermal-hydro-mechanical model for fractured non-saturated porous materials,https://doi.org/10.1007/s11440-022-01746-8,scope_boundary,"The relation supplies a mature low-Re algorithmic closure only. It cannot by itself validate Li2TiO3-He interphase heat transfer, wall effects, or reactor blanket performance."
P400,internal_heat_source_low_re_modified_model_boundary,solid-breeder packed bed with internal heat source,"modified heat-transfer model for Re_p,AVE<1.8; 87 percent of predictions within +/-30 percent of pore-scale simulations",extracted,reported_validation_boundary,Pore-scale simulation on flow and heat transfer characteristics in packed beds with internal heat sources at low Reynolds numbers,https://doi.org/10.1016/j.ijheatmasstransfer.2023.124325,published_target_context_boundary,"The complete publisher PDF is now present in the local evidence package. The model boundary is read directly from Section 3.3.2 and is a simulation-fit applicability statement, not experimental validation or a neural-training label."
P401,internal_heat_source_low_re_classical_closure_risk,packed bed at particle Reynolds number around one,"classical convective heat-transfer correlations show average deviations up to 6 times; modified intact-bed model reports 1.8% average deviation; full correction equations not available in current accessible record",extracted,reported_model_form_risk,Modified prediction models for heat and mass transfer characteristics of packed bed at low Reynolds numbers: Incorporating thermophysical property change and particle breakage effect,https://doi.org/10.1016/j.ijheatmasstransfer.2026.128377,published_target_context_boundary,"This result makes interphase-closure form a required uncertainty axis. It is not converted into an invented correction coefficient, and the current P397 closure remains a cross-source candidate only."
P402,gunn_particle_gas_nusselt_reference,gas-solid fixed or fluidized bed,"Nu=(7-10*epsilon+5*epsilon^2)*(1+0.7*Re^0.2*Pr^(1/3))+(1.33-2.4*epsilon+1.2*epsilon^2)*Re^0.7*Pr^(1/3)",extracted,dimensionless,Transfer of heat or mass to particles in fixed and fluidized beds,https://doi.org/10.1016/0017-9310(78)90080-7,published_classical_closure,"The canonical Gunn equation is retained only as a literature-form sensitivity branch. It is not a low-Re internally heated breeder calibration and cannot unlock physical neural training."
P403,hccb_li4sio4_solid_density,Chinese HCCB TBM Li4SiO4 particle,1526.4,extracted,kg/m3,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,https://doi.org/10.1016/j.applthermaleng.2024.123114,published_material_property,"Table 2 reports the Li4SiO4 solid density used by the pore-scale model. It completes the steady conjugate-heat-transfer material contract but does not supply transient solid heat capacity."
P404,hccb_pore_scale_particle_mesh_shrink,Chinese HCCB TBM Li4SiO4 packed bed,1,extracted,percent_diameter_reduction,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,https://doi.org/10.1016/j.applthermaleng.2024.123114,published_meshing_procedure,"Section 2.1 states that every particle diameter is reduced by 1 percent before meshing to remove particle-particle and particle-wall point contacts. This is a numerical meshing operation, not a physical pebble-size or porosity parameter."
P405,hccb_pore_scale_reference_grid,Chinese HCCB TBM Li4SiO4 packed bed,"G1=4.87e6 cells;G2=6.67e6 cells;G3=8.81e6 cells;G2 mean cell size=0.099dp;G2 minimum cell size=0.045dp;G2-G3 pressure-drop difference<1%",extracted,mixed_grid_contract,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,https://doi.org/10.1016/j.applthermaleng.2024.123114,published_mesh_convergence_boundary,"Figure 6 gives G1/G2/G3 as 4.87/6.67/8.81 million cells. Section 2.4 selects G2 after the pressure-drop difference between G2 and G3 falls below 1 percent and reports G2 mean/minimum sizes of 0.099dp/0.045dp. These values define the reference-resolution target; a smaller smoke mesh is a numerical preflight only and cannot be reported as a reproduced pore-scale result."
P423,hccb_pore_scale_wall_adjacent_crop_boundaries,Chinese HCCB TBM Li4SiO4 packed bed,"wall-adjacent and laterally centred crop; one retained outer face=constant-temperature wall; remaining transverse faces=symmetry boundaries",extracted,dimensionless_geometry_and_boundary,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,https://doi.org/10.1016/j.applthermaleng.2024.123114,published_figure_geometry,"Source Figure 4 shows the 12.5dp x 12.5dp x 10dp region adjacent to one transverse outer face and surrounded by retained packing on both sides in the other transverse direction. Figure 5 labels the constant-temperature wall and symmetric boundary. The companion CET 2024 Figure 2 shows the same one-wall/remaining-symmetry construction. Local archived source figures are literature/raw/hccb_2024_transport_figures/figure4_geometry_lrg.jpg and figure5_boundary_conditions_lrg.jpg."
P406,eu_reference_lithium_orthosilicate_specific_heat,"EU reference Li4SiO4 + 10 mol% Li2SiO3 pebble","Cp=(-5.33e-7*T_C^2+0.001925*T_C+1.238)*1000",extracted,J/kg/K,Discrete element method for effective thermal conductivity of packed pebbles accounting for the Smoluchowski effect,https://doi.org/10.1016/j.fusengdes.2018.01.013,published_material_property_correlation,"Table 3 gives the temperature-dependent specific heat for the EU reference breeder. It is source-backed but composition-mismatched to the Chinese HCCB Li4SiO4 material. It may populate the mandatory steady OpenFOAM material dictionary, where heat capacity is inactive, but it cannot validate or unlock transient HCCB CHT."
P407,flowing_helium_li2tio3_effective_conductivity_correlation,Li2TiO3 pebble bed with flowing helium,"k_eff/k_He(Ta)=0.032*Re_p^0.44*(T_b/T_a)^(-0.28)",extracted,dimensionless_correlation,Experimental investigation to enhance heat transfer in lithium titanate packed bed,https://www.researchgate.net/publication/322202373_EXPERIMENTAL_INVESTIGATION_TO_ENHANCE_HEAT_TRANSFER_IN_LITHIUM_TITANATE_PACKED_BED,published_conference_experimental_correlation,"Section 6 reports the dimensionless aggregate effective-conductivity correlation from flowing-helium experiments. It is an external whole-bed thermal-response relation, not a particle-gas interphase Nusselt coefficient. The related journal article is DOI 10.1016/j.fusengdes.2016.12.035."
P408,flowing_helium_li2tio3_effective_conductivity_test_envelope,Li2TiO3 pebble bed with flowing helium,"pebble diameter=1-10 mm; wall temperature=200-600 degC; helium mass-velocity figures span approximately 0.1-0.7 kg/m2/s",extracted,mixed_operating_envelope,Experimental investigation to enhance heat transfer in lithium titanate packed bed,https://www.researchgate.net/publication/322202373_EXPERIMENTAL_INVESTIGATION_TO_ENHANCE_HEAT_TRANSFER_IN_LITHIUM_TITANATE_PACKED_BED,published_conference_experimental_envelope,"The accessible full-text index reports the tested pebble sizes and wall-temperature range; the plotted mass-velocity span is retained only as a figure envelope. These data can gate aggregate effective thermal response but cannot identify local interphase h_sf or an internally heated transient field."
P409,internal_heat_source_maximum_density_decrease,Li4SiO4 packed bed with internal heat source and low-Re purge gas,34,extracted,percent_maximum_decrease,Pore-scale simulation on flow and heat transfer characteristics in packed beds with internal heat sources at low Reynolds numbers,https://doi.org/10.1016/j.ijheatmasstransfer.2023.124325,published_pore_scale_result_boundary,"The publisher abstract reports a maximum density decrease of 34 percent from packing inlet to outlet. This is a variable-property model-form warning and validation boundary, not a prescribed density correction or solver coefficient."
P410,internal_heat_source_maximum_viscosity_increase,Li4SiO4 packed bed with internal heat source and low-Re purge gas,31,extracted,percent_maximum_increase,Pore-scale simulation on flow and heat transfer characteristics in packed beds with internal heat sources at low Reynolds numbers,https://doi.org/10.1016/j.ijheatmasstransfer.2023.124325,published_pore_scale_result_boundary,"The publisher abstract reports a maximum viscosity increase of 31 percent from packing inlet to outlet. This requires temperature-dependent fluid properties in the target solver but does not specify the property law."
P411,internal_heat_source_modified_pressure_model_average_deviation,Li4SiO4 packed bed with internal heat source and low-Re purge gas,1.5,extracted,percent_average_deviation,Pore-scale simulation on flow and heat transfer characteristics in packed beds with internal heat sources at low Reynolds numbers,https://doi.org/10.1016/j.ijheatmasstransfer.2023.124325,published_pore_scale_validation_boundary,"Section 3.2.2 reports 1.5 percent average and 4.6 percent maximum deviation between the modified pressure-drop model and the source pore-scale simulations. The complete equation is separately registered as P420-P421; this remains same-source numerical validation, not experiment."
P412,li2tio3_internal_heat_figure3_pebble_diameter,Li2TiO3 packed bed with inductively generated internal heat,5,extracted,mm,Modeling and validation of heat transfer in packed bed with internal heat generation,https://doi.org/10.1002/htj.21755,published_public_figure_caption,"The public Figure 3 caption states that the temperature and gas-flow comparison uses a bed of 5 mm Li2TiO3 pebbles. This is an external experimental-condition envelope, not a transferable local closure or current HCCB geometry parameter."
P413,li2tio3_internal_heat_figure4_temperature,Li2TiO3 packed bed with inductively generated internal heat,573.15,extracted,K,Modeling and validation of heat transfer in packed bed with internal heat generation,https://doi.org/10.1002/htj.21755,published_public_figure_caption,"The public Figure 4 caption states that pebble-size and air-flow-rate effects on effective conductivity are compared at 573.15 K. No curve points are digitized without an auditable source image and axis calibration."
P414,li2tio3_internal_heat_correlation_voidage_range,Li2TiO3 packed bed with discrete internal heat generation,"0.44 to 0.47",extracted,dimensionless_voidage,Estimation of effective thermal conductivity of packed bed with internal heat generation,https://doi.org/10.1016/j.fusengdes.2020.111458,published_abstract_validity_range,"The public abstract states that the empirical effective-conductivity correlation is valid for bed voidage 0.44-0.47. The equation and coefficients remain unavailable, so this range is a source applicability boundary only."
P415,hccb_design_reynolds_order,Chinese HCCB TBM Li4SiO4 packed bed,approximately 1,extracted,dimensionless,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,https://doi.org/10.1016/j.applthermaleng.2024.123114,published_target_regime,"Section 2.2 states that steady laminar flow is used because the Reynolds number for solid-breeding-blanket design is approximately one. This is a direct target-regime statement and not a fitted value."
P416,hccb_heat_validation_wakao_boundary,Chinese HCCB TBM pore-scale heat calculation,"mean Nusselt number within 15 percent of Wakao equation; stated Wakao effective Reynolds range 100 to 200",extracted,published_validation_boundary,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,https://doi.org/10.1016/j.applthermaleng.2024.123114,published_model_validation_boundary,"Section 2.5 reports the comparison and also states the correlation range. Because P415 places the HCCB design regime near Re=1, this comparison is retained as the authors' numerical-method check but not promoted to a same-regime low-Re interfacial-closure validation."
